gene_id,gene,gene_biotype,logFC,logCPM,PValue,FDR
ENSG00000005700,IBTK,protein_coding,-0.162587326603885,7.66824235215188,0.0155894879341383,0.0911121309386928
ENSG00000005801,ZNF195,protein_coding,0.13167993670111,5.1639729907734,0.0820654576796842,0.268850715888664
ENSG00000005810,MYCBP2,protein_coding,-0.359715046387464,6.8080770425866,0.000312638584623078,0.00518968014340156
ENSG00000005812,FBXL3,protein_coding,-0.140020087196367,6.70779618935963,0.108754460139908,0.318021053583077
ENSG00000005882,PDK2,protein_coding,-0.581201796769301,3.4491217278807,3.25559610774276e-08,3.19029920853633e-06
ENSG00000005884,ITGA3,protein_coding,0.0209274651146014,8.19368353025465,0.815489871198709,0.929102510804871
ENSG00000005889,ZFX,protein_coding,-0.0706143521019082,7.57362364938995,0.214743446004713,0.469361674087632
ENSG00000005893,LAMP2,protein_coding,-0.196540832307097,8.41290520303612,0.0239838488620031,0.122200721218011
ENSG00000006007,GDE1,protein_coding,-0.0554713317436958,6.62939952890233,0.465213242346534,0.712126811995266
ENSG00000006015,C19orf60,protein_coding,-0.385245235045142,3.91837838387348,0.0039811234982043,0.0346604931718978
ENSG00000006016,CRLF1,protein_coding,-0.862500883121536,2.83019773414461,0.00821700757338118,0.0580101226435142
ENSG00000006025,OSBPL7,protein_coding,-0.47708899351185,4.50781180877262,0.00128631875395213,0.0150976749389209
ENSG00000006042,TMEM98,protein_coding,-0.00925815747725201,5.82630193091328,0.916059265825736,0.974375448786373
ENSG00000006047,YBX2,protein_coding,-0.0493474688277142,-0.0903478325926219,0.945807355127256,0.985361480118656
ENSG00000006062,MAP3K14,protein_coding,-0.119122277411312,5.625008009576,0.401463639439911,0.661574946438004
ENSG00000006118,TMEM132A,protein_coding,0.206013535386824,6.43452655014466,0.0974915750868396,0.29902848933358
ENSG00000006125,AP2B1,protein_coding,-0.0884121892862571,6.6683983921874,0.459496122195218,0.707698119007349
ENSG00000006194,ZNF263,protein_coding,0.314779272043807,6.18343332344367,0.00196069159925528,0.0204326574092785
ENSG00000006282,SPATA20,protein_coding,-0.205165296898503,5.15274562229183,0.0912152028175033,0.28744538698949
ENSG00000006327,TNFRSF12A,protein_coding,-0.162146622740654,5.83141597941112,0.222281110371453,0.478552279437829
ENSG00000006432,MAP3K9,protein_coding,0.564769594048824,2.48526543433352,0.027745462812934,0.134530783563304
ENSG00000006451,RALA,protein_coding,-0.294453224306604,5.5739953120829,0.00040916822899592,0.00633476162072948
ENSG00000006453,BAIAP2L1,protein_coding,0.381323743897486,2.80705016067857,0.0398636197783453,0.170433279701815
ENSG00000006459,KDM7A,protein_coding,0.0100225527792884,6.4298929348261,0.943870416303393,0.984454104377396
ENSG00000006468,ETV1,protein_coding,-0.512475921568576,4.83348897764569,3.60619825014792e-05,0.000993547942816314
ENSG00000006530,AGK,protein_coding,-0.0200648662620962,4.37259625923273,0.627602243796178,0.825145288820909
ENSG00000006534,ALDH3B1,protein_coding,0.251882209015083,5.580293515044,0.0222656330312722,0.116192245957746
ENSG00000006576,PHTF2,protein_coding,0.0766126500808231,5.56195160913305,0.337419215856768,0.603992653438679
ENSG00000006607,FARP2,protein_coding,0.153881724897519,5.8923519888085,0.00523251999676227,0.0418771565587744
ENSG00000006625,GGCT,protein_coding,-0.166892190343882,4.23918382607854,0.14455430887773,0.376339182857684
ENSG00000006634,DBF4,protein_coding,0.142425107699801,3.48438689178038,0.248676778344815,0.510875393808738
ENSG00000006652,IFRD1,protein_coding,-0.0573485401485259,5.98260066679816,0.508584021573416,0.744360880861907
ENSG00000006695,COX10,protein_coding,-0.317523400346181,4.39243942115964,0.000107647691616028,0.00236812016668353
ENSG00000006704,GTF2IRD1,protein_coding,-0.277062579960393,5.26701827604033,0.0123084351050517,0.0774384612556508
ENSG00000006712,PAF1,protein_coding,-0.0852835533790549,5.078618103909,0.370830549399658,0.634276741530136
ENSG00000006715,VPS41,protein_coding,0.119141155552311,6.02000851878403,0.242412147127225,0.504024388366877
ENSG00000006740,ARHGAP44,protein_coding,-0.000104516374692374,-0.0577919157970623,0.844707013019279,0.942804392395388
ENSG00000006744,ELAC2,protein_coding,-0.117538703449278,5.60368885995172,0.0452472014656154,0.184462282472204
ENSG00000006747,SCIN,protein_coding,0.255705553442426,1.60333077097132,0.4403926368878,0.694891645107149
ENSG00000006756,ARSD,protein_coding,0.358500562470252,4.29678986593705,0.00212432356230473,0.0216038084294517
ENSG00000006757,PNPLA4,protein_coding,-0.217915745792005,1.45067453646496,0.769797112724156,0.907575971740418
ENSG00000006788,MYH13,protein_coding,0.088098717423894,0.987851256116952,0.916867545076052,0.974740464151308
ENSG00000006831,ADIPOR2,protein_coding,0.0980245157740371,6.17642443011719,0.232616526451566,0.492201844155337
ENSG00000006837,CDKL3,protein_coding,0.236184980292746,1.31802735913953,0.125403417851301,0.346053239629022
ENSG00000007047,MARK4,protein_coding,-0.152744985104034,3.63627002345584,0.129222563549037,0.351913146858229
ENSG00000007080,CCDC124,protein_coding,-0.301715253495216,3.7469641948472,0.0334862048955947,0.152677247870352
ENSG00000007168,PAFAH1B1,protein_coding,-0.0482027741138803,7.86476286451928,0.476488053078634,0.72003473459589
ENSG00000007202,KIAA0100,protein_coding,-0.035077080313448,7.86350126356991,0.555701029771927,0.777557655401301
ENSG00000007237,GAS7,protein_coding,1.95448149316768,1.13852401231352,0.00339227386316078,0.0307861536928226
ENSG00000007255,TRAPPC6A,protein_coding,0.0545245559039236,2.13433717511864,0.726528046706959,0.883374690406066
ENSG00000007312,CD79B,protein_coding,0.717355346378825,0.108239599462197,0.106134433171508,0.314046845954213
ENSG00000007314,SCN4A,protein_coding,-0.203201634763815,7.74565537410596,0.400023438538177,0.660716744346671
ENSG00000007341,ST7L,protein_coding,-0.0696000579465173,4.24242365256285,0.46244886833802,0.710299261174327
ENSG00000007372,PAX6,protein_coding,-0.295049363344606,0.891704232155666,0.0416459020369848,0.174931045404744
ENSG00000007376,RPUSD1,protein_coding,0.0317766903616367,4.71963055053087,0.78404330310248,0.915345214148005
ENSG00000007384,RHBDF1,protein_coding,0.0971908373701668,5.61392063117895,0.23058529732117,0.489947594295703
ENSG00000007392,LUC7L,protein_coding,0.0128000134346728,6.30089254667726,0.856894377096144,0.948997941868201
ENSG00000007402,CACNA2D2,protein_coding,0.377704162040961,-0.167240698638993,0.297841145694712,0.564552834355061
ENSG00000007516,BAIAP3,protein_coding,0.140081228995079,0.944334255400931,0.516433854400436,0.749909064964266
ENSG00000007520,TSR3,protein_coding,-0.113666262303815,4.14044921709186,0.265899419448056,0.529963449006722
ENSG00000007541,PIGQ,protein_coding,-0.118531810216849,4.58378463034949,0.159770242277013,0.3978085645748
ENSG00000007545,CRAMP1L,protein_coding,0.119383139745922,4.4074524494017,0.0950730155503779,0.294596532374662
ENSG00000007866,TEAD3,protein_coding,-0.306863832568413,4.54526989614638,0.00247787253318002,0.0243370544303848
ENSG00000007923,DNAJC11,protein_coding,-0.207897226481527,4.82347832823218,0.0912552839294593,0.287466645101623
ENSG00000007933,FMO3,protein_coding,0.835134480773704,1.47399958823786,0.00266475931923376,0.025561236918145
ENSG00000007944,MYLIP,protein_coding,-0.219224644153077,5.23350692328903,0.118203388891992,0.333222270058873
ENSG00000007968,E2F2,protein_coding,1.05494405436721,2.59862528460708,0.000297922756153553,0.00504246690420052
ENSG00000008018,PSMB1,protein_coding,-0.0959745916647337,6.12270215405027,0.182178629417831,0.428420346546131
ENSG00000008083,JARID2,protein_coding,0.132780613304363,6.21038144715092,0.083275699849217,0.271093996847763
ENSG00000008086,CDKL5,protein_coding,-0.242246368476925,4.64742187878593,0.0183598567775093,0.101199248910739
ENSG00000008128,CDK11A,protein_coding,0.314687428050662,1.33688736739787,0.0693736166978402,0.242056800968572
ENSG00000008130,NADK,protein_coding,-0.0774224161666445,5.1991879608121,0.353342387472826,0.617809308096234
ENSG00000008226,DLEC1,protein_coding,0.726491091550367,0.443906753672894,0.0134472296660015,0.0820100318421244
ENSG00000008256,CYTH3,protein_coding,0.0814104729356362,6.40855291079521,0.638773936696064,0.832473319281633
ENSG00000008277,ADAM22,protein_coding,-0.841378025353887,2.34970340124852,0.000467387154353644,0.00699134974079558
ENSG00000008282,SYPL1,protein_coding,-0.0605638498136503,5.59094496996363,0.51603291811099,0.749769677728256
ENSG00000008283,CYB561,protein_coding,-0.0153933568820348,2.75273189002834,0.94615382216029,0.985546429507683
ENSG00000008294,SPAG9,protein_coding,-0.0588814507577273,7.98217158499223,0.439153865201212,0.694043850171571
ENSG00000008300,CELSR3,protein_coding,0.187982609094244,3.18266923561247,0.312729346630833,0.580585903266089
ENSG00000008311,AASS,protein_coding,-0.234642364559687,4.98536643876356,0.007392828718123,0.0534832705123604
ENSG00000008323,PLEKHG6,protein_coding,0.499277622131726,-0.161741157105001,0.0713831110991544,0.246907404021481
ENSG00000008324,SS18L2,protein_coding,0.156848297603043,2.75002591651291,0.295671529520247,0.562356293519596
ENSG00000008382,MPND,protein_coding,0.0809008203786246,1.66252588202303,0.59668549272826,0.805560445642607
ENSG00000008394,MGST1,protein_coding,0.0374582979920076,5.80705529022972,0.864851411908062,0.952678821049904
ENSG00000008405,CRY1,protein_coding,-0.0172710725890744,4.6094378234273,0.905236339828881,0.969881825727773
ENSG00000008441,NFIX,protein_coding,-1.09921958689414,6.24043697578872,2.91683932417015e-07,1.9423447036279e-05
ENSG00000008513,ST3GAL1,protein_coding,-0.77238396554288,4.79203621699921,2.45900746913698e-07,1.67630441977097e-05
ENSG00000008516,MMP25,protein_coding,0.713954619811026,0.392826017498008,0.000395601831558543,0.00620267708080926
ENSG00000008517,IL32,protein_coding,0.0589878390856602,6.03483345267233,0.765994256960737,0.905700233967991
ENSG00000008710,PKD1,protein_coding,-0.271211687770409,7.6621702127556,0.00443528070649038,0.0372058785723928
ENSG00000008735,MAPK8IP2,protein_coding,0.72173421377323,0.690170176844594,0.0306010374503751,0.144122362890939
ENSG00000008838,MED24,protein_coding,-0.172214414609411,5.41740695388966,0.0350581171168368,0.157132886152309
ENSG00000008853,RHOBTB2,protein_coding,-0.170728566917517,5.70979140970248,0.105293331808969,0.312617334086638
ENSG00000008869,HEATR5B,protein_coding,-0.0170773780383543,4.95054026633833,0.766188713369847,0.905844306244156
ENSG00000008952,SEC62,protein_coding,0.041504273883766,7.59602130742345,0.567673283202333,0.786804955677627
ENSG00000008988,RPS20,protein_coding,-0.103208301085683,7.26766917637042,0.174263507565594,0.418363406874136
ENSG00000009307,CSDE1,protein_coding,0.0247652470749136,10.2086116939555,0.715928249545315,0.878354958357681
ENSG00000009335,UBE3C,protein_coding,-0.108810615405797,7.69920108845549,0.0846217708773517,0.273668044688109
ENSG00000009413,REV3L,protein_coding,-0.101004529316116,8.3387990303991,0.245135329067219,0.50669331500747
ENSG00000009709,PAX7,protein_coding,0.427463307692381,2.68356511787326,0.451154883079074,0.702364754639866
ENSG00000009724,MASP2,protein_coding,0.510949949715664,2.84738635083843,0.0245115333059898,0.123719758539188
ENSG00000009780,FAM76A,protein_coding,-0.149203027516473,5.08721494755082,0.141060154117028,0.371022007722975
ENSG00000009790,TRAF3IP3,protein_coding,-0.0256716148514617,0.54397358688127,0.94464583253854,0.984845957431675
ENSG00000009830,POMT2,protein_coding,0.331509272050914,5.02040421756582,0.00444770327066104,0.0372919486189066
ENSG00000009844,VTA1,protein_coding,0.0116294534651668,6.49589159613179,0.887242517202632,0.962087496378051
ENSG00000009950,MLXIPL,protein_coding,-0.561255321586916,4.46417334396308,0.154862565556669,0.391629716738396
ENSG00000009954,BAZ1B,protein_coding,0.029783512087796,8.04137633924632,0.703504403331849,0.871835916092864
ENSG00000010017,RANBP9,protein_coding,-0.00567380776114631,5.71749359946516,0.905340685448827,0.969881825727773
ENSG00000010072,SPRTN,protein_coding,0.064561299619061,5.22642649309842,0.424227633437785,0.681089713386126
ENSG00000010165,METTL13,protein_coding,0.145412612221283,5.33316207223317,0.0664266537673761,0.235961452756209
ENSG00000010219,DYRK4,protein_coding,-0.175195003189988,3.33014051225326,0.0415107745270631,0.17440592649653
ENSG00000010244,ZNF207,protein_coding,0.136486059017076,7.92268546921805,0.146847514353846,0.379484429137066
ENSG00000010256,UQCRC1,protein_coding,-0.530824508477885,5.73273284369629,1.35877759024549e-15,7.81161236632131e-13
ENSG00000010270,STARD3NL,protein_coding,0.239459704809899,5.12096411563558,0.0244323631847889,0.123500869826511
ENSG00000010278,CD9,protein_coding,0.218255905799857,3.8376666088355,0.477806944464522,0.721037393575956
ENSG00000010282,HHATL,protein_coding,-0.198851822043632,2.6253717506681,0.534384623895533,0.762389908869737
ENSG00000010292,NCAPD2,protein_coding,0.0048197563621548,4.53776673451517,0.996116625038316,1
ENSG00000010295,IFFO1,protein_coding,-0.186180186841667,7.13400865326492,0.069056221815641,0.241437798024399
ENSG00000010318,PHF7,protein_coding,-0.541358423130482,2.67539312571163,7.09412785402526e-05,0.00169557333391962
ENSG00000010319,SEMA3G,protein_coding,0.194837039946934,2.48387053919723,0.366232643764381,0.630066275012896
ENSG00000010322,NISCH,protein_coding,-0.157062217923074,7.13080151092676,0.121077911610709,0.337846746731905
ENSG00000010361,FUZ,protein_coding,0.0530710505059898,2.55193061383384,0.65575472552442,0.842506089922502
ENSG00000010379,SLC6A13,protein_coding,0.968183660403062,0.837165974291823,0.0144433638219508,0.0862550885862832
ENSG00000010404,IDS,protein_coding,0.189537554979996,6.34487066795605,0.16080981957934,0.39900546083799
ENSG00000010539,ZNF200,protein_coding,0.127630967220866,3.77028315817157,0.17169570551665,0.414855118106705
ENSG00000010626,LRRC23,protein_coding,0.208573849050564,2.56341689902973,0.15494029591678,0.391740398546587
ENSG00000010704,HFE,protein_coding,0.115814013531469,2.19871765502069,0.427513914471221,0.684208083766198
ENSG00000010803,SCMH1,protein_coding,-0.228239403794999,4.23773763778708,0.02153093310605,0.113084468293258
ENSG00000010810,FYN,protein_coding,0.00788463133971787,6.35907469376663,0.953957615211522,0.989101270352915
ENSG00000010818,HIVEP2,protein_coding,-0.185143804755692,7.4404321383534,0.203673548366921,0.456676766599622
ENSG00000011007,TCEB3,protein_coding,0.0942265626847618,6.4702993012996,0.372460682889819,0.635896792496605
ENSG00000011009,LYPLA2,protein_coding,-0.0376056767285986,4.06251006997063,0.619057364377374,0.820012047601658
ENSG00000011021,CLCN6,protein_coding,-0.163745170863744,5.02699559363438,0.20748481703861,0.460908119457097
ENSG00000011028,MRC2,protein_coding,0.271913355784711,8.27692954267293,0.0804819226074143,0.265659659178962
ENSG00000011105,TSPAN9,protein_coding,-0.195020472918983,7.60925813923823,0.0923418132349955,0.289067952886154
ENSG00000011114,BTBD7,protein_coding,-0.120249904701458,6.8278797797441,0.0848661885714969,0.273996097770986
ENSG00000011132,APBA3,protein_coding,-0.171036689638487,3.82468949836765,0.0913265938224659,0.287490968433277
ENSG00000011143,MKS1,protein_coding,-0.106202974843031,3.11500747762518,0.30775276382176,0.575050881083519
ENSG00000011198,ABHD5,protein_coding,-0.0768720329164849,5.19468325715662,0.421254082861353,0.678689319673962
ENSG00000011243,AKAP8L,protein_coding,-0.114771520198217,6.11900453556025,0.0938992548950079,0.292061397506619
ENSG00000011258,MBTD1,protein_coding,0.0747256537522638,5.85663093219438,0.315807183515383,0.583021052038787
ENSG00000011260,UTP18,protein_coding,0.0226136702626409,4.3227617031088,0.788761508213528,0.917291391193264
ENSG00000011275,RNF216,protein_coding,-0.15701035415958,6.57041640330763,0.00698010772333129,0.0513811002579149
ENSG00000011295,TTC19,protein_coding,-0.245635050480098,5.79631145823868,0.000182682443276447,0.00350469866428129
ENSG00000011304,PTBP1,protein_coding,-0.0111218836791221,6.18648805118391,0.893491864562468,0.964539207247131
ENSG00000011332,DPF1,protein_coding,0.382184744577671,1.04612683960001,0.0150706731710571,0.0889845601442048
ENSG00000011347,SYT7,protein_coding,0.039453402214024,1.42782209987686,1,1
ENSG00000011376,LARS2,protein_coding,-0.0326112043381119,5.13654026240061,0.725976463942242,0.883243567089375
ENSG00000011405,PIK3C2A,protein_coding,0.0134107127263122,6.49896950033334,0.865112021303148,0.952810253531153
ENSG00000011422,PLAUR,protein_coding,-0.0893224191466333,1.78515425511082,0.688483552321632,0.861891255490396
ENSG00000011426,ANLN,protein_coding,-0.30861045666421,4.8171804504841,0.000335136546838418,0.00547357956753996
ENSG00000011451,WIZ,protein_coding,0.165946864249292,5.37605658956852,0.191147116927355,0.440796139276118
ENSG00000011454,RABGAP1,protein_coding,-0.176964401105172,6.13576227715776,0.0270609193489254,0.132327665441144
ENSG00000011465,DCN,protein_coding,-0.310553464042855,5.1386963799838,0.0120684785442104,0.0763835043860536
ENSG00000011478,QPCTL,protein_coding,0.06503462515943,2.32646945904417,0.528803862764758,0.758254092210157
ENSG00000011485,PPP5C,protein_coding,-0.149714316052795,5.58839668201303,0.0902948915807301,0.28575039312476
ENSG00000011523,CEP68,protein_coding,-0.0254384169635218,7.10998410634606,0.79438501032305,0.919884401305334
ENSG00000011566,MAP4K3,protein_coding,0.191249342502593,6.12295765719402,0.0044798002424615,0.0374571149310111
ENSG00000011590,ZBTB32,protein_coding,-0.143335473829995,0.640205579796732,0.470717102142994,0.716545265724644
ENSG00000011638,TMEM159,protein_coding,-0.29570700395864,2.85719902341302,0.0183759454559899,0.101255569098868
ENSG00000012048,BRCA1,protein_coding,-0.131979146478025,4.18187404138492,0.165250599016424,0.405647179225202
ENSG00000012061,ERCC1,protein_coding,-0.252862463058232,5.0155489351904,0.000101959437065805,0.00225737408353521
ENSG00000012171,SEMA3B,protein_coding,0.277573258756151,2.88955711488877,0.0488537137981546,0.193687836431302
ENSG00000012174,MBTPS2,protein_coding,-0.116036528116016,5.76610241261826,0.355177415906193,0.619450388526049
ENSG00000012211,PRICKLE3,protein_coding,-0.277545703328241,2.14225520442973,0.0686289753457617,0.240626944051301
ENSG00000012223,LTF,protein_coding,0.0242213784504666,0.664882741680265,0.893962749294802,0.964676457435051
ENSG00000012232,EXTL3,protein_coding,-0.110684911449314,7.26547319862112,0.173430479424145,0.417060161548834
ENSG00000012660,ELOVL5,protein_coding,-0.104885235077165,6.43878620714324,0.197781683838809,0.449907635225839
ENSG00000012817,KDM5D,protein_coding,0.217858416900226,5.90573476845049,0.0011211591803708,0.0136654645822298
ENSG00000012822,CALCOCO1,protein_coding,0.0915068773743615,7.07726000711185,0.335606295511975,0.602094058814618
ENSG00000012963,UBR7,protein_coding,-0.0837567594782,5.70915513955256,0.256752799088812,0.521155828417396
ENSG00000012983,MAP4K5,protein_coding,0.0576885621338457,5.79823415629491,0.446082095945417,0.698463722993246
ENSG00000013016,EHD3,protein_coding,-0.0385935514057071,4.33665465794885,0.836631181986568,0.939297725496139
ENSG00000013275,PSMC4,protein_coding,-0.0833656068745036,5.91771042782628,0.214758349204012,0.469361674087632
ENSG00000013288,MAN2B2,protein_coding,0.314296233953789,4.7962169687529,0.0161766446011443,0.0935295304847252
ENSG00000013297,CLDN11,protein_coding,-0.396592728825319,0.839317155033195,0.188712823347043,0.437675262941527
ENSG00000013306,SLC25A39,protein_coding,0.0259213546369972,5.93338942674395,0.745714606745116,0.894611158503364
ENSG00000013364,MVP,protein_coding,-0.357971480132702,7.68157822297895,0.000158358590788796,0.00316112339737774
